Name,Record Type,Dataset Size,Dataset Shape,Dataset dtype
/AwakeEventData/TT41.BTV.412353/Image/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412426/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Acquisition/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412426/Image/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412426/Image/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412426/Image/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412426/Image/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412426/Image/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412426/Image/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Image/imageSet,dataset,120000,"(1, 120000)",int16
/AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbImages,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412442,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412442/Acquisition,dataset,1,(),|S98
/AwakeEventData/TT41.BTV.412442/Image,dataset,1,(),|S92
/AwakeEventData/TT43.BPM.430010,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430010/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430010/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430028,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430028/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430028/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430039,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430039/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430039/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430103,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430103/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430103/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430103/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430129,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430129/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430129/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430129/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430203,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430203/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430203/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430308,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430308/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430308/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/VGP.412400,group,n/a,n/a,n/a
/AwakeEventData/VGP.412400/PR,group,n/a,n/a,n/a
/AwakeEventData/VGP.412400/PR/value,dataset,1,"(1,)",float32
/AwakeEventData/VGP.412423,group,n/a,n/a,n/a
/AwakeEventData/VGP.412423/PR,group,n/a,n/a,n/a
/AwakeEventData/VGP.412423/PR/value,dataset,1,"(1,)",float32
/AwakeEventData/VTUAwake2Fc,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Fc/ModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,dataset,1,"(1,)",int16
/AwakeEventData/VTUAwake2Fc/NormalModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,dataset,1,"(1,)",int64
/AwakeEventData/VTUAwake2Frep,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Frep/ModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,dataset,1,"(1,)",int16
/AwakeEventData/VTUAwake2Frep/NormalModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,dataset,1,"(1,)",int64
/AwakeEventData/VTUAwake3FT0,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT0/ModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,dataset,1,"(1,)",int16
/AwakeEventData/VTUAwake3FT0/NormalModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,dataset,1,"(1,)",int64
/AwakeEventData/VTUAwake3FT1,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT1/ModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,dataset,1,"(1,)",int16
/AwakeEventData/VTUAwake3FT1/NormalModeAcq,group,n/a,n/a,n/a
/AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,dataset,1,"(1,)",int64
/AwakeEventData/VVGF.412400,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412400/StartCounterSt,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412400/StartCounterSt/value,dataset,1,"(1,)",int32
/AwakeEventData/VVGF.412400/State,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412400/State/value,dataset,1,"(1,)",int16
/AwakeEventData/VVGF.412423,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412423/StartCounterSt,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412423/StartCounterSt/value,dataset,1,"(1,)",int32
/AwakeEventData/VVGF.412423/State,group,n/a,n/a,n/a
/AwakeEventData/VVGF.412423/State/value,dataset,1,"(1,)",int16
/AwakeEventData/XMPP-STREAK,group,n/a,n/a,n/a
/AwakeEventData/XMPP-STREAK/StreakImage,group,n/a,n/a,n/a
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,dataset,1,"(1,)",|S5
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,dataset,344064,"(344064,)",int32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,dataset,1,"(1,)",|S5
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,dataset,1,"(1,)",int64
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,dataset,1,"(1,)",|S2768
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,dataset,1,"(1,)",int64
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,dataset,1,"(1,)",|S7
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,dataset,512,"(512,)",float32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,dataset,1,"(1,)",|S12
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,dataset,1,"(1,)",|S4
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,dataset,512,"(512,)",float64
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,dataset,1,"(1,)",float32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO,group,n/a,n/a,n/a
/AwakeEventData/XUCL-SPECTRO/BinningSetting,group,n/a,n/a,n/a
/AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraAcq,dataset,1,(),|S93
/AwakeEventData/XUCL-SPECTRO/CameraSettings,group,n/a,n/a,n/a
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,dataset,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,dataset,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,dataset,1,(),bool
/AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,dataset,1,"(1,)",float32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,dataset,1,"(1,)",int32
